Row No,Brand,Laptop Type,Inches,Ram,Memory,Operating System,Weight(In Grams),Price,Touch Screen,IPS,Retina,Width,Height,Maximum Display Resolution,Menory,Primary Storage,Secondary Storage,Primary Storage Type,Secondary Storage Type,Clock Speed,Processor Brand,Processor Model,GPU Brand,GPU Model
950,Lenovo,Notebook,14,4GB,508GB Hybrid,Windows 7,1700.0,53387.0,No,No,No,1366.0,768.0,Full HD (FHD),508GB Hybrid,508GB Hybrid,Not Available,Hybrid,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
951,Asus,2 in 1 Convertible,15.6,16GB,512GB SSD +  2TB HDD,Windows 10,2300.0,95851.0,Yes,No,No,3840.0,2160.0,HD / HD+,512GB SSD +  2TB HDD,512GB SSD,2TB HDD,SSD,HDD,2.7GHz,Intel,Core i7 7500U,Nvidia,GeForce GTX 950M
952,Asus,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,3000.0,93187.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
953,Dell,2 in 1 Convertible,15.6,12GB,512GB SSD,Windows 10,2200.0,69211.0,Yes,Yes,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
954,Toshiba,Notebook,13.3,4GB,128GB SSD,Windows 7,1200.0,63670.0,No,No,No,1920.0,1080.0,Full HD (FHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
955,Lenovo,Notebook,15.6,6GB,256GB SSD,Windows 10,2200.0,29251.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,3.6GHz,AMD,A12-Series 9720P,AMD,Radeon 530
956,Fujitsu,Notebook,15.6,4GB,256GB SSD,Windows 10,2300.0,34579.0,No,No,No,1366.0,768.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
957,Toshiba,Notebook,14,4GB,500GB HDD,Windows 10,1800.0,48751.0,No,No,No,1366.0,768.0,Quad HD+ (QHD+),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
958,Dell,Notebook,15.6,4GB,500GB HDD,Windows 10,2200.0,31915.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,AMD,Radeon R5 M430
959,HP,Notebook,15.6,8GB,1TB HDD,Windows 10,2000.0,42944.0,No,No,No,1920.0,1080.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
960,Lenovo,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2500.0,63350.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
961,Dell,Notebook,15.6,8GB,1TB HDD,Windows 10,2400.0,39907.0,No,No,No,1366.0,768.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.7GHz,Intel,Core i7 7500U,AMD,Radeon R7 M445
962,Dell,Notebook,14,8GB,128GB SSD,Windows 10,1600.0,59620.0,No,No,No,1920.0,1080.0,Full HD (FHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
963,HP,Netbook,12.5,8GB,512GB SSD,Windows 10,1000.0,101658.0,No,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,1.2GHz,Intel,Core M 6Y75,Intel,HD Graphics 515
964,HP,Notebook,15.6,4GB,128GB SSD +  1TB HDD,Windows 10,2100.0,26587.0,No,No,No,1920.0,1080.0,HD / HD+,128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2GHz,Intel,Core i3 6006U,AMD,Radeon 520
965,Lenovo,Notebook,15.6,4GB,128GB SSD,No OS,1900.0,14419.0,No,No,No,1366.0,768.0,HD / HD+,128GB SSD,128GB SSD,Not Available,SSD,Not Available,1.1GHz,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
966,Lenovo,Notebook,15.6,8GB,256GB SSD,Windows 10,2300.0,71875.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
967,Asus,Notebook,13.3,8GB,256GB SSD,Windows 10,1400.0,61272.0,No,No,No,3200.0,1800.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
968,HP,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1100.0,71875.0,Yes,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
969,Acer,Notebook,15.6,4GB,500GB HDD,Windows 10,2400.0,20246.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,1.1GHz,Intel,Pentium Quad Core N4200,Intel,HD Graphics 505
970,Asus,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,2500.0,95851.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
971,HP,Ultrabook,14,8GB,512GB SSD,Windows 10,1500.0,111302.0,No,No,No,1920.0,1080.0,HD / HD+,512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
972,Acer,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2700.0,67133.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
973,HP,Notebook,13.3,8GB,256GB SSD,Windows 10,1300.0,63350.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
974,Dell,Notebook,15.6,4GB,128GB SSD,Windows 10,2200.0,29144.0,No,No,No,1366.0,768.0,Full HD (FHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.4GHz,Intel,Core i3 7100U,Intel,HD Graphics 620
975,HP,Notebook,14,4GB,500GB HDD,Windows 10,1600.0,41505.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
976,Toshiba,Notebook,13.3,4GB,128GB SSD,Windows 10,1200.0,63670.0,No,No,No,1920.0,1080.0,HD / HD+,128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
977,HP,Notebook,14,4GB,256GB SSD,Windows 10,1500.0,58607.0,No,No,No,1366.0,768.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.4GHz,Intel,Core i5 6300U,Intel,HD Graphics 520
978,HP,Notebook,14,4GB,256GB SSD,Windows 10,2000.0,64202.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
979,HP,Ultrabook,14,8GB,256GB SSD,Windows 7,1400.0,77203.0,No,No,No,1920.0,1080.0,4K Ultra HD (UHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i7 6600U,Intel,HD Graphics 520
980,HP,Notebook,14,8GB,256GB SSD,Windows 10,1600.0,55905.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Nvidia,GeForce 930MX
981,HP,Notebook,14,4GB,500GB HDD,Windows 10,1600.0,36444.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.4GHz,Intel,Core i3 7100U,Intel,HD Graphics 620
982,Dell,Gaming,15.6,8GB,1.0TB Hybrid,Windows 10,2600.0,50563.0,No,No,No,1920.0,1080.0,Full HD (FHD),1.0TB Hybrid,1.0TB Hybrid,Not Available,Hybrid,Not Available,2.5GHz,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
983,HP,Ultrabook,12.5,4GB,500GB HDD,Windows 10,1300.0,81998.0,No,No,No,1920.0,1080.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
984,HP,Notebook,14,4GB,256GB SSD,Windows 10,1500.0,84715.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
985,HP,Ultrabook,14,8GB,256GB SSD,Windows 10,1500.0,100551.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
986,HP,Notebook,13.3,4GB,500GB HDD,Windows 10,1500.0,42624.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.4GHz,Intel,Core i3 7100U,Intel,HD Graphics 620
987,Toshiba,Notebook,13.3,8GB,256GB SSD,Windows 10,1500.0,64469.0,No,No,No,1366.0,768.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
988,HP,Notebook,15.6,4GB,256GB SSD,Windows 10,2000.0,41025.0,No,No,No,1366.0,768.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.4GHz,Intel,Core i3 7100U,Intel,HD Graphics 620
989,Lenovo,Notebook,17.3,16GB,512GB SSD,Windows 7,2400.0,158135.0,No,Yes,No,3840.0,2160.0,HD / HD+,512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 6820HQ,Nvidia,Quadro 3000M
990,Toshiba,Notebook,14,8GB,256GB SSD,Windows 10,1500.0,79387.0,No,Yes,No,1920.0,1080.0,Quad HD+ (QHD+),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
991,HP,Notebook,14,8GB,256GB SSD,Windows 10,1400.0,118761.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
992,Dell,2 in 1 Convertible,15.6,4GB,1TB HDD,Windows 10,2100.0,42410.0,Yes,Yes,No,1920.0,1080.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i3 6100U,Intel,HD Graphics 520
993,Toshiba,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1200.0,84715.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
994,HP,Notebook,13.3,8GB,256GB SSD,Windows 10,1100.0,61219.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
995,HP,Notebook,14,8GB,256GB SSD,Windows 10,1600.0,63160.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Nvidia,GeForce 930MX
996,Dell,Notebook,15.6,8GB,500GB HDD,Windows 10,2100.0,55754.0,No,No,No,1920.0,1080.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.4GHz,Intel,Core i5 6300U,Intel,HD Graphics 520
997,HP,Ultrabook,12.5,4GB,256GB SSD,Windows 10,1300.0,83064.0,No,No,No,1366.0,768.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
998,HP,Notebook,14,4GB,500GB HDD,Windows 10,2300.0,63350.0,No,No,No,1366.0,768.0,HD / HD+,500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
999,HP,Notebook,14,4GB,500GB HDD,Windows 10,2000.0,56477.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
1000,Dell,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1300.0,86527.0,Yes,No,No,3200.0,1800.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
1001,HP,Notebook,17.3,8GB,256GB SSD,Windows 10,2600.0,57542.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Nvidia,GeForce 930MX
1002,HP,Notebook,14,4GB,256GB SSD,Windows 10,1600.0,51841.0,No,No,No,1366.0,768.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
1003,Acer,Notebook,15.6,6GB,1TB HDD,Windows 10,2100.0,21792.0,No,No,No,1366.0,768.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,3GHz,AMD,A9-Series 9420,AMD,Radeon R5
1004,MSI,Gaming,17.3,8GB,128GB SSD +  1TB HDD,Windows 10,2700.0,63499.0,No,No,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
1005,HP,Notebook,14,8GB,256GB SSD,Windows 7,2000.0,63670.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1006,HP,Notebook,15.6,8GB,256GB SSD,Windows 10,1800.0,65481.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
1007,HP,Ultrabook,12.5,8GB,256GB SSD,Windows 10,1300.0,71875.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
1008,HP,Notebook,15.6,4GB,500GB HDD,Windows 10,2000.0,39534.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
1009,Toshiba,Ultrabook,14,8GB,256GB SSD,Windows 10,1500.0,91908.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i7 6600U,Intel,HD Graphics 520
1010,Dell,Notebook,15.6,8GB,256GB SSD,Windows 7,2100.0,56634.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.4GHz,Intel,Core i5 6300U,Intel,HD Graphics 520
1011,HP,Notebook,14,8GB,256GB SSD,Windows 10,1600.0,53840.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
1012,Lenovo,2 in 1 Convertible,15.6,4GB,256GB SSD,Windows 10,1800.0,45128.0,Yes,Yes,No,1920.0,1080.0,Quad HD (QHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
1013,Vero,Notebook,14,2GB,32GB Flash Storage,Windows 10,1400.0,11231.0,No,No,No,1366.0,768.0,Full HD (FHD),32GB Flash Storage,32GB Flash Storage,Not Available,Flash,Not Available,1.44GHz,Intel,Atom X5-Z8350,Intel,HD Graphics 400
1014,Toshiba,Notebook,15.6,16GB,256GB SSD,Windows 10,2400.0,75924.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,Nvidia,GeForce 930M
1015,Lenovo,Notebook,15.6,8GB,256GB SSD,Windows 10,2300.0,55923.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1016,HP,Notebook,14,4GB,500GB HDD,Windows 10,1500.0,53280.0,No,No,No,1920.0,1080.0,Quad HD+ (QHD+),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1017,HP,Notebook,15.6,8GB,256GB SSD +  500GB HDD,Windows 10,1800.0,112066.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD +  500GB HDD,256GB SSD,500GB HDD,SSD,HDD,2.4GHz,Intel,Core i5 6300U,Intel,HD Graphics 520
1018,HP,Notebook,14,8GB,256GB SSD,Windows 7,1400.0,78268.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1019,MSI,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,3800.0,82352.0,No,Yes,No,1920.0,1080.0,HD / HD+,256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.7GHz,Intel,Core i7 6820HK,Nvidia,GeForce GTX 980M
1020,Lenovo,Gaming,17.3,16GB,128GB SSD +  1TB HDD,Windows 10,4600.0,122011.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.6GHz,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 980M
1021,Asus,Netbook,11.6,4GB,16GB Flash Storage,Chrome OS,1200.0,15339.0,No,No,No,1366.0,768.0,Full HD (FHD),16GB Flash Storage,16GB Flash Storage,Not Available,Flash,Not Available,1.6GHz,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
1022,Lenovo,Notebook,14,16GB,256GB SSD,Windows 7,1100.0,139594.0,No,Yes,No,2560.0,1440.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i7 6600U,Intel,HD Graphics 520
1023,HP,Notebook,15.6,8GB,1TB HDD,Windows 10,1900.0,52161.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.7GHz,Intel,Core i7 7500U,Nvidia,GeForce 940MX
1024,Dell,2 in 1 Convertible,15.6,8GB,256GB SSD,Windows 10,2300.0,58288.0,Yes,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
1025,HP,Notebook,15.6,4GB,256GB SSD,Windows 10,2000.0,52161.0,No,No,No,1366.0,768.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
1026,Dell,Ultrabook,13.3,16GB,1TB SSD,Windows 10,1200.0,120093.0,Yes,No,No,3200.0,1800.0,Full HD (FHD),1TB SSD,1TB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
1027,HP,Notebook,15.6,4GB,500GB HDD,Windows 10,2300.0,37570.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i3 6100U,Intel,HD Graphics 520
1028,HP,Notebook,15.6,4GB,500GB HDD,No OS,2000.0,26587.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
1029,Acer,Notebook,15.6,8GB,1TB HDD,Windows 10,2400.0,23923.0,No,No,No,1366.0,768.0,4K Ultra HD (UHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.2GHz,AMD,A8-Series 7410,AMD,Radeon R5
1030,Dell,2 in 1 Convertible,13.3,12GB,256GB SSD,Windows 10,1600.0,69211.0,Yes,Yes,No,1920.0,1080.0,Quad HD+ (QHD+),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
1031,MSI,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,2900.0,96916.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.6GHz,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 1060
1032,Asus,Gaming,17.3,16GB,1TB HDD,No OS,4000.0,53173.0,No,Yes,No,1920.0,1080.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.6GHz,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 965M
1033,Dell,Notebook,15.6,4GB,1TB HDD,Windows 10,2200.0,29784.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics
1034,Dell,Notebook,15.6,16GB,2TB HDD,Windows 10,2300.0,52747.0,No,No,No,1920.0,1080.0,Full HD (FHD),2TB HDD,2TB HDD,Not Available,HDD,Not Available,2.7GHz,Intel,Core i7 7500U,AMD,Radeon R7 M445
1035,MSI,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,1800.0,102777.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.6GHz,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 1060
1036,Dell,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1300.0,77682.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
1037,Asus,Gaming,17.3,64GB,1TB SSD,Windows 10,3600.0,211788.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),1TB SSD,1TB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 6820HK,Nvidia,GeForce GTX 980
1038,Dell,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1600.0,42518.0,Yes,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
1039,Dell,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,3200.0,70809.0,No,No,No,3840.0,2160.0,HD / HD+,256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.6GHz,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 970M
1040,Apple,Ultrabook,12,8GB,256GB Flash Storage,Mac OS X,900.0,69264.0,No,Yes,Yes,2304.0,1440.0,Full HD (FHD),256GB Flash Storage,256GB Flash Storage,Not Available,Flash,Not Available,1.1GHz,Intel,Core M,Intel,HD Graphics 515
1041,Dell,Notebook,15.6,4GB,500GB HDD,Windows 10,2100.0,25680.0,No,No,No,1366.0,768.0,Quad HD (QHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i3 6100U,Intel,HD Graphics 520
1042,HP,Notebook,15.6,4GB,500GB HDD,Windows 10,2300.0,63883.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1043,HP,Ultrabook,12.5,8GB,256GB SSD,Windows 7,1300.0,63883.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1044,HP,Notebook,13.3,8GB,256GB SSD,Windows 10,1500.0,58075.0,No,No,No,1920.0,1080.0,4K Ultra HD (UHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
1045,Lenovo,Ultrabook,12.5,8GB,256GB SSD,Windows 10,1300.0,91295.0,Yes,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
1046,Lenovo,Notebook,17.3,8GB,1.0TB HDD,Windows 10,3000.0,35112.0,No,No,No,1600.0,900.0,Full HD (FHD),1.0TB HDD,1.0TB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i5 6200U,AMD,Radeon R5 M330
1047,Lenovo,Notebook,15.6,4GB,1TB HDD,Windows 10,2300.0,52055.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i5 6300HQ,Nvidia,GeForce GTX 950M
1048,MSI,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,3800.0,133147.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070
1049,Lenovo,Notebook,15.6,4GB,500GB HDD,Windows 10,2100.0,28771.0,No,No,No,1366.0,768.0,Quad HD+ (QHD+),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1050,HP,Notebook,15.6,4GB,500GB HDD,Windows 7,2300.0,50083.0,No,No,No,1920.0,1080.0,HD / HD+,500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1051,Lenovo,Ultrabook,12.5,8GB,512GB SSD,Windows 10,1000.0,74539.0,Yes,Yes,No,2560.0,1440.0,HD / HD+,512GB SSD,512GB SSD,Not Available,SSD,Not Available,1.2GHz,Intel,Core M 6Y75,Intel,HD Graphics 515
1052,Lenovo,Gaming,17.3,32GB,512GB SSD +  1.0TB Hybrid,Windows 10,4600.0,172627.0,No,Yes,No,1920.0,1080.0,HD / HD+,512GB SSD +  1.0TB Hybrid,512GB SSD,1.0TB Hybrid,SSD,Hybrid,2.7GHz,Intel,Core i7 6820HK,Nvidia,GeForce GTX 980M
